Bin	Taxonomy	Domain
Candidatus_Korarchaeota_archaeon_167	Marsarchaeota	Archaea
Candidatus_Marsarchaeota_G2_archaeon_ECH_B_SAG-M15	Marsarchaeota	Archaea
Candidatus_Marsarchaeota_G2_archaeon_ECH_B_SAG-E12	Marsarchaeota	Archaea
Candidatus_Marsarchaeota_G2_archaeon_ECH_B_SAG-G16	Marsarchaeota	Archaea
Candidatus_Marsarchaeota_G2_archaeon_ECH_B_SAG-F08	Marsarchaeota	Archaea
Candidatus_Marsarchaeota_G2_archaeon_BE_D	Marsarchaeota	Archaea
Candidatus_Marsarchaeota_G1_archaeon_OSP_B	Marsarchaeota	Archaea
Candidatus_Marsarchaeota_G2_archaeon_ECH_B_3	Marsarchaeota	Archaea
Candidatus_Marsarchaeota_G2_archaeon_ECH_B_SAG-C16	Marsarchaeota	Archaea
Candidatus_Marsarchaeota_G2_archaeon_ECH_B_2	Marsarchaeota	Archaea
Candidatus_Marsarchaeota_G2_archaeon_ECH_B_1	Marsarchaeota	Archaea
Candidatus_Marsarchaeota_G2_archaeon_OSP_D	Marsarchaeota	Archaea
Candidatus_Marsarchaeota_G1_archaeon_BE_D	Marsarchaeota	Archaea
Candidatus_Marsarchaeota_G1_archaeon_OSP_C	Marsarchaeota	Archaea
Methanothermobacter_thermautotrophicus_str._Delta_H	Methanobacteria	Archaea
Methanosphaera_stadtmanae_DSM_3091	Methanobacteria	Archaea
Methanobrevibacter_smithii_ATCC_35061	Methanobacteria	Archaea
Methanobrevibacter_ruminantium_M1	Methanobacteria	Archaea
Methanothermobacter_marburgensis_str._Marburg	Methanobacteria	Archaea
Methanobrevibacter_smithii_DSM_2374	Methanobacteria	Archaea
Methanobrevibacter_smithii_DSM_2375	Methanobacteria	Archaea
Methanothermus_fervidus_DSM_2088	Methanobacteria	Archaea
Methanobrevibacter_smithii_TS145A	Methanobacteria	Archaea
Methanobrevibacter_smithii_TS145B	Methanobacteria	Archaea
Methanobrevibacter_smithii_TS146A	Methanobacteria	Archaea
Methanobrevibacter_smithii_TS146B	Methanobacteria	Archaea
Methanobrevibacter_smithii_TS146C	Methanobacteria	Archaea
Methanobrevibacter_smithii_TS146D	Methanobacteria	Archaea
Methanobrevibacter_smithii_TS146E	Methanobacteria	Archaea
Methanobrevibacter_smithii_TS147A	Methanobacteria	Archaea
Methanobrevibacter_smithii_TS147B	Methanobacteria	Archaea
Methanobrevibacter_smithii_TS147C	Methanobacteria	Archaea
Methanobrevibacter_smithii_TS94A	Methanobacteria	Archaea
Methanobrevibacter_smithii_TS94B	Methanobacteria	Archaea
Methanobrevibacter_smithii_TS94C	Methanobacteria	Archaea
Methanobrevibacter_smithii_TS95A	Methanobacteria	Archaea
Methanobrevibacter_smithii_TS95B	Methanobacteria	Archaea
Methanobrevibacter_smithii_TS95C	Methanobacteria	Archaea
Methanobrevibacter_smithii_TS95D	Methanobacteria	Archaea
Methanobrevibacter_smithii_TS96A	Methanobacteria	Archaea
Methanobrevibacter_smithii_TS96B	Methanobacteria	Archaea
Methanobrevibacter_smithii_TS96C	Methanobacteria	Archaea
Methanobacterium_lacus	Methanobacteria	Archaea
Methanobacterium_paludis	Methanobacteria	Archaea
Methanobacterium_formicicum_DSM_3637	Methanobacteria	Archaea
Methanobacterium_sp._Maddingley_MBC34	Methanobacteria	Archaea
Methanobrevibacter_boviskoreani_JH1	Methanobacteria	Archaea
Methanobrevibacter_sp._AbM4	Methanobacteria	Archaea
Methanobacterium_sp._MB1	Methanobacteria	Archaea
Methanobrevibacter_arboriphilus_ANOR1	Methanobacteria	Archaea
Methanobrevibacter_oralis_JMR01	Methanobacteria	Archaea
Methanobrevibacter_wolinii_SH	Methanobacteria	Archaea
Methanobacterium_sp._SMA-27	Methanobacteria	Archaea
Methanobacterium_veterum	Methanobacteria	Archaea
Methanobacterium_arcticum	Methanobacteria	Archaea
Methanobacterium_formicicum_705	Methanobacteria	Archaea
Methanobrevibacter_smithii_733	Methanobacteria	Archaea
Methanothermobacter_sp._CaT2	Methanobacteria	Archaea
Methanobacterium_formicicum_706	Methanobacteria	Archaea
Methanobrevibacter_arboriphilus_JCM_9315	Methanobacteria	Archaea
Methanobacterium_formicicum_JCM_10132	Methanobacteria	Archaea
Methanobrevibacter_arboriphilus_JCM_13429_=_DSM_1125_727	Methanobacteria	Archaea
Methanobacterium_formicicum_707	Methanobacteria	Archaea
Methanobrevibacter_millerae	Methanobacteria	Archaea
Methanobacteriaceae_archaeon_41_258	Methanobacteria	Archaea
Methanobacterium_sp._42_16	Methanobacteria	Archaea
Methanobrevibacter_sp._YE315	Methanobacteria	Archaea
Methanobrevibacter_olleyae_729	Methanobacteria	Archaea
Methanobrevibacter_filiformis	Methanobacteria	Archaea
Methanobrevibacter_oralis_731	Methanobacteria	Archaea
Methanobrevibacter_cuticularis	Methanobacteria	Archaea
Methanobrevibacter_curvatus	Methanobacteria	Archaea
Methanobacterium_sp._A39	Methanobacteria	Archaea
Methanobrevibacter_sp._A27	Methanobacteria	Archaea
Methanosphaera_sp._A6	Methanobacteria	Archaea
Methanobrevibacter_sp._A54	Methanobacteria	Archaea
Methanosphaera_sp._WGK6	Methanobacteria	Archaea
Methanobrevibacter_arboriphilus_JCM_13429_=_DSM_1125_728	Methanobacteria	Archaea
Methanobrevibacter_sp._87.7	Methanobacteria	Archaea
Methanobrevibacter_smithii_734	Methanobacteria	Archaea
Methanobacterium_bryantii	Methanobacteria	Archaea
Methanosphaera_cuniculi_812	Methanobacteria	Archaea
Methanothermobacter_sp._EMTCatA1	Methanobacteria	Archaea
Methanobacterium_sp._UBA294	Methanobacteria	Archaea
Methanobacteriaceae_archaeon_UBA117	Methanobacteria	Archaea
Methanobacterium_sp._UBA44	Methanobacteria	Archaea
Methanobacterium_sp._UBA405	Methanobacteria	Archaea
Methanobacterium_sp._UBA311	Methanobacteria	Archaea
Methanobacterium_sp._UBA375	Methanobacteria	Archaea
Methanobrevibacter_sp._UBA412	Methanobacteria	Archaea
Methanobacterium_sp._UBA419	Methanobacteria	Archaea
Methanobrevibacter_sp._UBA586	Methanobacteria	Archaea
Methanobrevibacter_sp._UBA337	Methanobacteria	Archaea
Methanobacterium_sp._UBA74	Methanobacteria	Archaea
Methanobacterium_sp._UBA290	Methanobacteria	Archaea
Methanobacterium_sp._UBA353	Methanobacteria	Archaea
Methanobacterium_sp._UBA305	Methanobacteria	Archaea
Methanobacterium_sp._UBA42	Methanobacteria	Archaea
Methanobacterium_sp._UBA295	Methanobacteria	Archaea
Methanobacterium_sp._UBA428	Methanobacteria	Archaea
Methanobacterium_sp._UBA355	Methanobacteria	Archaea
Methanobacterium_sp._UBA327	Methanobacteria	Archaea
Methanobacterium_sp._UBA410	Methanobacteria	Archaea
Methanobrevibacter_sp._UBA212	Methanobacteria	Archaea
Methanobacterium_sp._UBA302	Methanobacteria	Archaea
Methanobacterium_sp._UBA384	Methanobacteria	Archaea
Methanobacterium_sp._UBA357	Methanobacteria	Archaea
Methanobacterium_sp._UBA379	Methanobacteria	Archaea
Methanobacterium_sp._UBA283	Methanobacteria	Archaea
Methanobacterium_sp._UBA310	Methanobacteria	Archaea
Methanobacterium_sp._UBA324	Methanobacteria	Archaea
Methanobacterium_sp._UBA279	Methanobacteria	Archaea
Methanobacterium_sp._UBA380	Methanobacteria	Archaea
Methanobacterium_sp._UBA418	Methanobacteria	Archaea
Methanobacterium_sp._UBA322	Methanobacteria	Archaea
Methanobacterium_sp._UBA479	Methanobacteria	Archaea
Methanobacterium_sp._UBA336	Methanobacteria	Archaea
Methanobacterium_sp._UBA316	Methanobacteria	Archaea
Methanobacterium_sp._UBA426	Methanobacteria	Archaea
Methanobacterium_sp._UBA391	Methanobacteria	Archaea
Methanobacterium_sp._UBA299	Methanobacteria	Archaea
Methanobacteriaceae_archaeon_UBA587	Methanobacteria	Archaea
Methanobacterium_sp._UBA390	Methanobacteria	Archaea
Methanobacterium_sp._UBA350	Methanobacteria	Archaea
Methanobacterium_sp._UBA385	Methanobacteria	Archaea
Methanobrevibacter_sp._UBA187	Methanobacteria	Archaea
Methanobacterium_sp._UBA339	Methanobacteria	Archaea
Methanobacterium_sp._UBA176	Methanobacteria	Archaea
Methanobacterium_sp._UBA341	Methanobacteria	Archaea
Methanobacterium_sp._UBA351	Methanobacteria	Archaea
Methanobacterium_sp._UBA397	Methanobacteria	Archaea
Methanobacterium_sp._UBA373	Methanobacteria	Archaea
Methanobrevibacter_sp._UBA46	Methanobacteria	Archaea
Methanobrevibacter_sp._UBA417	Methanobacteria	Archaea
Methanobrevibacter_sp._UBA403	Methanobacteria	Archaea
Methanobrevibacter_sp._UBA395	Methanobacteria	Archaea
Methanobrevibacter_sp._UBA365	Methanobacteria	Archaea
Methanobrevibacter_sp._UBA325	Methanobacteria	Archaea
Methanobrevibacter_sp._UBA352	Methanobacteria	Archaea
Methanobrevibacter_sp._UBA190	Methanobacteria	Archaea
Methanobacterium_sp._UBA388	Methanobacteria	Archaea
Methanobrevibacter_sp._UBA188	Methanobacteria	Archaea
Methanobacterium_sp._UBA368	Methanobacteria	Archaea
Methanobacterium_sp._UBA330	Methanobacteria	Archaea
Methanobacteriaceae_archaeon_UBA588	Methanobacteria	Archaea
Methanobacteriaceae_archaeon_UBA254	Methanobacteria	Archaea
Methanobacteriaceae_archaeon_UBA237	Methanobacteria	Archaea
Methanobrevibacter_sp._UBA594	Methanobacteria	Archaea
Methanobrevibacter_sp._UBA318	Methanobacteria	Archaea
Methanobrevibacter_sp._UBA313	Methanobacteria	Archaea
Methanobacterium_sp._UBA8	Methanobacteria	Archaea
Methanobacterium_sp._UBA297	Methanobacteria	Archaea
Methanobacteriaceae_archaeon_UBA541	Methanobacteria	Archaea
Methanobacteriaceae_archaeon_UBA349	Methanobacteria	Archaea
Methanobrevibacter_smithii_735	Methanobacteria	Archaea
Methanobacterium_subterraneum_725	Methanobacteria	Archaea
Methanobacterium_sp._MZ-A1	Methanobacteria	Archaea
Methanobacterium_subterraneum_726	Methanobacteria	Archaea
Methanobacteriales_archaeon_HGW-Methanobacteriales-2	Methanobacteria	Archaea
Methanobacteriales_archaeon_HGW-Methanobacteriales-1	Methanobacteria	Archaea
Methanobrevibacter_woesei	Methanobacteria	Archaea
Methanobrevibacter_thaueri	Methanobacteria	Archaea
Methanobacterium_sp._708	Methanobacteria	Archaea
Methanobacterium_sp._709	Methanobacteria	Archaea
Methanobacterium_sp._710	Methanobacteria	Archaea
Methanosphaera_cuniculi_813	Methanobacteria	Archaea
Methanobacterium_sp._711	Methanobacteria	Archaea
Methanobacterium_sp._712	Methanobacteria	Archaea
Methanobacterium_sp._713	Methanobacteria	Archaea
Methanobacterium_sp._714	Methanobacteria	Archaea
Methanobacterium_sp._715	Methanobacteria	Archaea
Methanobacterium_sp._716	Methanobacteria	Archaea
Methanobacterium_sp._717	Methanobacteria	Archaea
Methanobacterium_sp._718	Methanobacteria	Archaea
Methanobacterium_sp._719	Methanobacteria	Archaea
Methanobacterium_sp._720	Methanobacteria	Archaea
Methanobacterium_sp._721	Methanobacteria	Archaea
Methanobacterium_sp._722	Methanobacteria	Archaea
Methanobacterium_sp._723	Methanobacteria	Archaea
Methanothermobacter_tenebrarum	Methanobacteria	Archaea
Methanosphaera_stadtmanae	Methanobacteria	Archaea
Methanosphaera_sp._rholeuAM130	Methanobacteria	Archaea
Methanosphaera_sp._rholeuAM74	Methanobacteria	Archaea
Methanosphaera_sp._DEW79	Methanobacteria	Archaea
Methanosphaera_sp._rholeuAM6	Methanobacteria	Archaea
Methanosphaera_sp._SHI613	Methanobacteria	Archaea
Methanosphaera_sp._SHI1033	Methanobacteria	Archaea
Methanosphaera_sp._BMS	Methanobacteria	Archaea
Methanobrevibacter_sp._NOE	Methanobacteria	Archaea
Methanothermobacter_defluvii	Methanobacteria	Archaea
Methanobacterium_sp._BRmetb2	Methanobacteria	Archaea
Methanobacterium_sp._BAmetb5	Methanobacteria	Archaea
Euryarchaeota_archaeon_542	Methanobacteria	Archaea
Methanobacteriaceae_archaeon	Methanobacteria	Archaea
Methanothermobacter_sp._MT-2	Methanobacteria	Archaea
Methanobacterium_sp._724	Methanobacteria	Archaea
Methanobrevibacter_gottschalkii_DSM_11977	Methanobacteria	Archaea
Methanobacterium_congolense	Methanobacteria	Archaea
Methanothermobacter_wolfeii	Methanobacteria	Archaea
Methanobrevibacter_gottschalkii	Methanobacteria	Archaea
Methanobrevibacter_olleyae_730	Methanobacteria	Archaea
Methanobrevibacter_oralis_732	Methanobacteria	Archaea
uncultured_Methanobrevibacter_sp._1078	Methanobacteria	Archaea
uncultured_Methanobrevibacter_sp._1079	Methanobacteria	Archaea
uncultured_Methanobrevibacter_sp._1080	Methanobacteria	Archaea
uncultured_Methanobrevibacter_sp._1081	Methanobacteria	Archaea
uncultured_Methanobrevibacter_sp._1082	Methanobacteria	Archaea
uncultured_Methanobrevibacter_sp._1083	Methanobacteria	Archaea
uncultured_Methanobrevibacter_sp._1084	Methanobacteria	Archaea
uncultured_Methanobrevibacter_sp._1085	Methanobacteria	Archaea
uncultured_Methanobrevibacter_sp._1086	Methanobacteria	Archaea
uncultured_Methanobrevibacter_sp._1087	Methanobacteria	Archaea
uncultured_Methanobrevibacter_sp._1088	Methanobacteria	Archaea
uncultured_Methanobrevibacter_sp._1089	Methanobacteria	Archaea
uncultured_Methanobrevibacter_sp._1090	Methanobacteria	Archaea
uncultured_Methanobrevibacter_sp._1091	Methanobacteria	Archaea
uncultured_Methanobrevibacter_sp._1092	Methanobacteria	Archaea
uncultured_Methanobrevibacter_sp._1093	Methanobacteria	Archaea
uncultured_Methanobrevibacter_sp._1094	Methanobacteria	Archaea
uncultured_Methanobrevibacter_sp._1095	Methanobacteria	Archaea
uncultured_Methanobrevibacter_sp._1096	Methanobacteria	Archaea
uncultured_Methanobrevibacter_sp._1097	Methanobacteria	Archaea
uncultured_Methanobrevibacter_sp._1098	Methanobacteria	Archaea
uncultured_Methanobrevibacter_sp._1099	Methanobacteria	Archaea
uncultured_Methanobrevibacter_sp._1100	Methanobacteria	Archaea
uncultured_Methanobrevibacter_sp._1101	Methanobacteria	Archaea
uncultured_Methanobrevibacter_sp._1102	Methanobacteria	Archaea
uncultured_Methanosphaera_sp.	Methanobacteria	Archaea
186	Methanobacteria	Archaea
Methanococcus_voltae_A3	Methanococci	Archaea
Methanococcus_maripaludis_S2	Methanococci	Archaea
Methanococcus_maripaludis_C5	Methanococci	Archaea
Methanococcus_vannielii_SB	Methanococci	Archaea
Methanococcus_aeolicus_Nankai-3	Methanococci	Archaea
Methanococcus_maripaludis_C7	Methanococci	Archaea
Methanococcus_maripaludis_C6	Methanococci	Archaea
Methanocaldococcus_fervens_AG86	Methanococci	Archaea
Methanocaldococcus_vulcanius_M7	Methanococci	Archaea
Methanocaldococcus_sp._FS406-22	Methanococci	Archaea
Methanocaldococcus_jannaschii_DSM_2661	Methanococci	Archaea
Methanocaldococcus_infernus_ME	Methanococci	Archaea
Methanothermococcus_okinawensis_IH1	Methanococci	Archaea
Methanotorris_igneus_Kol_5	Methanococci	Archaea
Methanococcus_maripaludis_X1	Methanococci	Archaea
Methanotorris_formicicus_Mc-S-70	Methanococci	Archaea
Methanocaldococcus_villosus_KIN24-T80_740	Methanococci	Archaea
Methanocaldococcus_villosus_KIN24-T80_741	Methanococci	Archaea
Methanothermococcus_thermolithotrophicus_DSM_2095	Methanococci	Archaea
Methanocaldococcus_bathoardescens	Methanococci	Archaea
Methanococcus_maripaludis_KA1	Methanococci	Archaea
Methanococcus_maripaludis_OS7	Methanococci	Archaea
Methanothermococcus_sp._JdFR-03	Methanococci	Archaea
Methanococcaceae_archaeon_UBA115	Methanococci	Archaea
Methanococcus_maripaludis_742	Methanococci	Archaea
Methanococcus_maripaludis_743	Methanococci	Archaea
Methanosarcinales_archaeon_802	Methanomicrobia	Archaea
Methanospirillum_hungatei_JF-1	Methanomicrobia	Archaea
Methanococcoides_burtonii_DSM_6242	Methanomicrobia	Archaea
Methanothrix_thermoacetophila_PT	Methanomicrobia	Archaea
Methanocorpusculum_labreanum_Z	Methanomicrobia	Archaea
Methanoculleus_marisnigri_JR1	Methanomicrobia	Archaea
Methanoregula_boonei_6A8	Methanomicrobia	Archaea
Methanosphaerula_palustris_E1-9c	Methanomicrobia	Archaea
Methanohalophilus_mahii_DSM_5219	Methanomicrobia	Archaea
Methanolacinia_petrolearia_DSM_11571	Methanomicrobia	Archaea
Methanothrix_soehngenii_GP6	Methanomicrobia	Archaea
Methanosaeta_harundinacea_6Ac	Methanomicrobia	Archaea
Methanolinea_tarda_NOBI-1	Methanomicrobia	Archaea
Methanoplanus_limicola_DSM_2279	Methanomicrobia	Archaea
Methanofollis_liminatans_DSM_4140	Methanomicrobia	Archaea
Methanoculleus_bourgensis_MS2	Methanomicrobia	Archaea
Methanoregula_formicica_SMSP	Methanomicrobia	Archaea
Methanocorpusculum_bavaricum_DSM_4179	Methanomicrobia	Archaea
Candidatus_Methanoperedens_nitroreducens_181	Methanomicrobia	Archaea
Methanoculleus_sp._MH98A	Methanomicrobia	Archaea
Methanomicrobium_mobile_BP	Methanomicrobia	Archaea
Methermicoccus_shengliensis_DSM_18856	Methanomicrobia	Archaea
Methanococcoides_methylutens	Methanomicrobia	Archaea
Methanolacinia_paynteri	Methanomicrobia	Archaea
Methanococcoides_methylutens_MM1	Methanomicrobia	Archaea
Methanoculleus_sediminis	Methanomicrobia	Archaea
Methanogenium_cariaci_JCM_10550	Methanomicrobia	Archaea
Methanoculleus_chikugoensis_JCM_10825	Methanomicrobia	Archaea
Candidatus_Methanoperedens_sp._BLZ1	Methanomicrobia	Archaea
Methanolinea_sp._SDB	Methanomicrobia	Archaea
Methanoculleus_sp._SDB	Methanomicrobia	Archaea
Euryarchaeota_archaeon_55_53	Methanomicrobia	Archaea
Methanosarcinales_archeaon_56_1174	Methanomicrobia	Archaea
Methanocalculus_sp._52_23	Methanomicrobia	Archaea
Methanosaeta_harundinacea_781	Methanomicrobia	Archaea
Methanoculleus_marisnigri_744	Methanomicrobia	Archaea
Methanomicrobiales_archaeon_53_19	Methanomicrobia	Archaea
Methanoculleus_marisnigri_745	Methanomicrobia	Archaea
Methanosaeta_harundinacea_782	Methanomicrobia	Archaea
Candidatus_Methanoculleus_thermohydrogenotrophicum	Methanomicrobia	Archaea
Methanoculleus_sp._DTU007	Methanomicrobia	Archaea
Methanofollis_ethanolicus	Methanomicrobia	Archaea
Methanoculleus_thermophilus	Methanomicrobia	Archaea
Methanohalophilus_sp._T328-1	Methanomicrobia	Archaea
Methanoculleus_horonobensis	Methanomicrobia	Archaea
Methanosarcinales_archaeon_Methan_01	Methanomicrobia	Archaea
Methanomicrobiales_archaeon_Methan_06	Methanomicrobia	Archaea
Methanosarcinales_archaeon_Methan_02	Methanomicrobia	Archaea
Methanosarcinales_archaeon_Methan_03	Methanomicrobia	Archaea
Methanosarcinales_archaeon_Methan_04	Methanomicrobia	Archaea
Methanomicrobiales_archaeon_Methan_07	Methanomicrobia	Archaea
Methanohalophilus_sp._DAL1	Methanomicrobia	Archaea
Methanohalophilus_sp._2-GBenrich	Methanomicrobia	Archaea
Methanohalophilus_portucalensis_FDF-1_755	Methanomicrobia	Archaea
Methanohalophilus_halophilus_752	Methanomicrobia	Archaea
Methanoculleus_sp._EBM-46	Methanomicrobia	Archaea
Methanocorpusculaceae_archaeon_Phil4	Methanomicrobia	Archaea
Methanomicrobia_archaeon_JdFR-19	Methanomicrobia	Archaea
Methanosaeta_sp._NSM2	Methanomicrobia	Archaea
Methanosaeta_sp._NSP1	Methanomicrobia	Archaea
Methanosaeta_sp._ASP1-1	Methanomicrobia	Archaea
Methanosaeta_sp._ASM2	Methanomicrobia	Archaea
Methanosaeta_sp._ASO1	Methanomicrobia	Archaea
Methanocorpusculum_parvum	Methanomicrobia	Archaea
Candidatus_Methanoperedens_sp._BLZ2	Methanomicrobia	Archaea
Methanosaetaceae_archaeon_UBA116	Methanomicrobia	Archaea
Methanoregula_sp._UBA247	Methanomicrobia	Archaea
Methanoregula_sp._UBA471	Methanomicrobia	Archaea
Methanoregula_sp._UBA244	Methanomicrobia	Archaea
Methanosaeta_sp._UBA458	Methanomicrobia	Archaea
Methanomicrobiales_archaeon_UBA81	Methanomicrobia	Archaea
Methanosaeta_harundinacea_783	Methanomicrobia	Archaea
Methanoculleus_marisnigri_746	Methanomicrobia	Archaea
Candidatus_Methanoperedens_sp._UBA453	Methanomicrobia	Archaea
Methanocorpusculaceae_archaeon_UBA456	Methanomicrobia	Archaea
Methanosaeta_sp._UBA356	Methanomicrobia	Archaea
Methanoculleus_sp._UBA406	Methanomicrobia	Archaea
Methanolinea_sp._UBA145	Methanomicrobia	Archaea
Methanoregula_sp._UBA450	Methanomicrobia	Archaea
Methanosaeta_harundinacea_784	Methanomicrobia	Archaea
Methanosaeta_harundinacea_785	Methanomicrobia	Archaea
Methanocorpusculum_sp._UBA592	Methanomicrobia	Archaea
Methanolinea_sp._UBA144	Methanomicrobia	Archaea
Methanosaeta_harundinacea_786	Methanomicrobia	Archaea
Methanomicrobiaceae_archaeon_UBA436	Methanomicrobia	Archaea
Methanoculleus_sp._UBA307	Methanomicrobia	Archaea
Methanoculleus_sp._UBA208	Methanomicrobia	Archaea
Methanoregula_sp._UBA434	Methanomicrobia	Archaea
Methanofollis_sp._UBA420	Methanomicrobia	Archaea
Methanocorpusculum_sp._UBA424	Methanomicrobia	Archaea
Methanosaeta_harundinacea_787	Methanomicrobia	Archaea
Methanocorpusculum_sp._UBA362	Methanomicrobia	Archaea
Methanosaeta_sp._UBA533	Methanomicrobia	Archaea
Methanolinea_sp._UBA437	Methanomicrobia	Archaea
Methanoregula_sp._UBA143	Methanomicrobia	Archaea
Methanoculleus_sp._UBA326	Methanomicrobia	Archaea
Methanoculleus_sp._UBA77	Methanomicrobia	Archaea
Methanoculleus_sp._UBA291	Methanomicrobia	Archaea
Methanolinea_sp._UBA245	Methanomicrobia	Archaea
Methanolinea_sp._UBA277	Methanomicrobia	Archaea
Methanoculleus_sp._UBA303	Methanomicrobia	Archaea
Methanosaeta_sp._UBA204	Methanomicrobia	Archaea
Methanoregula_sp._UBA154	Methanomicrobia	Archaea
Methanosaeta_harundinacea_788	Methanomicrobia	Archaea
Methanosaeta_sp._UBA70	Methanomicrobia	Archaea
Methanoregula_sp._UBA64	Methanomicrobia	Archaea
Methanosaeta_harundinacea_789	Methanomicrobia	Archaea
Methanomicrobiaceae_archaeon_UBA2	Methanomicrobia	Archaea
Methanoculleus_sp._UBA413	Methanomicrobia	Archaea
Methanolinea_sp._UBA451	Methanomicrobia	Archaea
Methanosaeta_harundinacea_790	Methanomicrobia	Archaea
Methanomicrobiaceae_archaeon_UBA206	Methanomicrobia	Archaea
Methanomicrobiaceae_archaeon_UBA207	Methanomicrobia	Archaea
Methanosaeta_sp._UBA243	Methanomicrobia	Archaea
Methanoculleus_marisnigri_747	Methanomicrobia	Archaea
Methanosaeta_harundinacea_791	Methanomicrobia	Archaea
Methanoregulaceae_archaeon_UBA467	Methanomicrobia	Archaea
Methanosaeta_harundinacea_792	Methanomicrobia	Archaea
Methanoculleus_marisnigri_748	Methanomicrobia	Archaea
Methanosaeta_harundinacea_793	Methanomicrobia	Archaea
Methanosaeta_sp._UBA80	Methanomicrobia	Archaea
Methanocorpusculaceae_archaeon_UBA425	Methanomicrobia	Archaea
Methanolinea_sp._UBA275	Methanomicrobia	Archaea
Methanoregula_sp._UBA274	Methanomicrobia	Archaea
Methanosaeta_sp._UBA114	Methanomicrobia	Archaea
Methanosaeta_harundinacea_794	Methanomicrobia	Archaea
Methanoculleus_sp._UBA430	Methanomicrobia	Archaea
Methanoregula_sp._UBA452	Methanomicrobia	Archaea
Methanosaeta_sp._UBA372	Methanomicrobia	Archaea
Methanosaeta_sp._UBA332	Methanomicrobia	Archaea
Methanoregula_sp._UBA276	Methanomicrobia	Archaea
Methanoculleus_sp._UBA416	Methanomicrobia	Archaea
Methanoculleus_sp._UBA389	Methanomicrobia	Archaea
Methanoculleus_sp._UBA374	Methanomicrobia	Archaea
Methanoculleus_sp._UBA340	Methanomicrobia	Archaea
Methanoculleus_sp._UBA334	Methanomicrobia	Archaea
Methanoculleus_sp._UBA331	Methanomicrobia	Archaea
Methanoculleus_sp._UBA312	Methanomicrobia	Archaea
Methanoculleus_sp._UBA300	Methanomicrobia	Archaea
Methanoregula_sp._UBA469	Methanomicrobia	Archaea
Methanolinea_sp._UBA477	Methanomicrobia	Archaea
Methanolinea_sp._UBA473	Methanomicrobia	Archaea
Methanolinea_sp._UBA155	Methanomicrobia	Archaea
Methanoculleus_sp._UBA45	Methanomicrobia	Archaea
Methanoculleus_sp._UBA377	Methanomicrobia	Archaea
Methanoculleus_sp._UBA320	Methanomicrobia	Archaea
Candidatus_Methanoperedens_sp.	Methanomicrobia	Archaea
Methanohalophilus_portucalensis	Methanomicrobia	Archaea
Methanoregula_sp._771	Methanomicrobia	Archaea
Candidatus_Methanoperedenaceae_archaeon_HGW-Methanoperedenaceae-1	Methanomicrobia	Archaea
Methanomicrobiales_archaeon_HGW-Methanomicrobiales-6	Methanomicrobia	Archaea
Methanomicrobiales_archaeon_HGW-Methanomicrobiales-3	Methanomicrobia	Archaea
Methanomicrobiales_archaeon_HGW-Methanomicrobiales-4	Methanomicrobia	Archaea
Methanomicrobiales_archaeon_HGW-Methanomicrobiales-2	Methanomicrobia	Archaea
Methanomicrobiales_archaeon_HGW-Methanomicrobiales-1	Methanomicrobia	Archaea
Methanohalophilus_euhalobius_749	Methanomicrobia	Archaea
