Bin	Taxonomy	Domain
Natrinema_altunense_838	Halobacteria	Archaea
Haloarcula_salaria_560	Halobacteria	Archaea
Haloarcula_sp._CBA1115	Halobacteria	Archaea
Halanaeroarchaeum_sulfurireducens_556	Halobacteria	Archaea
Haloferax_gibbonsii	Halobacteria	Archaea
Halorubrum_sp._SD626R	Halobacteria	Archaea
Haloarcula_rubripromontorii	Halobacteria	Archaea
Halorubrum_tropicale	Halobacteria	Archaea
Halolamina_sediminis	Halobacteria	Archaea
Halanaeroarchaeum_sulfurireducens_557	Halobacteria	Archaea
Halolamina_pelagica_585	Halobacteria	Archaea
Natronolimnobius_baerhuensis_JCM_12253_=_CGMCC_1.3597	Halobacteria	Archaea
Haloferax_massiliensis	Halobacteria	Archaea
Haloparvum_sedimenti	Halobacteria	Archaea
Haloferax_sp._SB29	Halobacteria	Archaea
Haloferax_sp._SB3	Halobacteria	Archaea
Haloprofundus_marisrubri	Halobacteria	Archaea
Haloferax_sp._Q22	Halobacteria	Archaea
Haloterrigena_turkmenica	Halobacteria	Archaea
Halobacterium_sp._CBA1132	Halobacteria	Archaea
Haloarcula_sp._CBA1128	Halobacteria	Archaea
Haloarcula_sp._CBA1127	Halobacteria	Archaea
Halobacterium_hubeiense_562	Halobacteria	Archaea
Halorubrum_aethiopicum	Halobacteria	Archaea
Haloferacaceae_archaeon_B1-Br10_E2g22	Halobacteria	Archaea
Natrialbaceae_archaeon_B1-Br10_E2g2	Halobacteria	Archaea
Natrialbaceae_archaeon_B1-Br10_E2g27	Halobacteria	Archaea
Natrialbaceae_archaeon_PL-Br10_E2g26	Halobacteria	Archaea
Haloferacaceae_archaeon_PL-Br10_E2g29	Halobacteria	Archaea
Halorubrum_sp._PL-Br10_E2g5	Halobacteria	Archaea
Haloferacaceae_archaeon_Tc-Br11_E2g18	Halobacteria	Archaea
Natrialbaceae_archaeon_Tc-Br11_E2g8	Halobacteria	Archaea
Halobacteriaceae_archaeon_Tc-Br11_E2g27	Halobacteria	Archaea
Haloferacaceae_archaeon_PL-Br10_E2g46	Halobacteria	Archaea
Nanohaloarchaea_archaeon_PL-Br10_U2g5	Halobacteria	Archaea
Natrialbaceae_archaeon_Tc-Br11_E2g1	Halobacteria	Archaea
Natrialbaceae_archaeon_Tc-Br11_E2g14	Halobacteria	Archaea
Natrialbaceae_archaeon_Tc-Br11_E2g28	Halobacteria	Archaea
Halalkalicoccus_paucihalophilus	Halobacteria	Archaea
Haladaptatus_sp._R4	Halobacteria	Archaea
Haloarcula_sp._K1	Halobacteria	Archaea
Haladaptatus_sp._W1	Halobacteria	Archaea
Halodesulfurarchaeum_formicicum_574	Halobacteria	Archaea
Natrialba_sp._SSL1	Halobacteria	Archaea
Halodesulfurarchaeum_formicicum_575	Halobacteria	Archaea
Natronomonas_sp._CBA1134	Halobacteria	Archaea
Haloterrigena_saccharevitans	Halobacteria	Archaea
Haloterrigena_daqingensis_615	Halobacteria	Archaea
Halorientalis_sp._IM1011	Halobacteria	Archaea
Halolamina_sp._CBA1230	Halobacteria	Archaea
Halorubrum_ezzemoulense_DSM_17463_610	Halobacteria	Archaea
Halorubrum_sp._SD612	Halobacteria	Archaea
Halorubrum_sp._SD683	Halobacteria	Archaea
Natronolimnobius_aegyptiacus	Halobacteria	Archaea
Natronolimnobius_baerhuensis	Halobacteria	Archaea
Halorubrum_lacusprofundi_611	Halobacteria	Archaea
Halorubrum_lacusprofundi_612	Halobacteria	Archaea
Halorubrum_ezzemoulense_602	Halobacteria	Archaea
Halorubrum_ezzemoulense_603	Halobacteria	Archaea
Halorubrum_sp._Ib24	Halobacteria	Archaea
Halorubrum_sp._Hd13	Halobacteria	Archaea
Halorubrum_ezzemoulense_604	Halobacteria	Archaea
Halorubrum_ezzemoulense_605	Halobacteria	Archaea
Halorubrum_ezzemoulense_606	Halobacteria	Archaea
Halorubrum_ezzemoulense_607	Halobacteria	Archaea
Halorubrum_ezzemoulense_608	Halobacteria	Archaea
Halorubrum_sp._Eb13	Halobacteria	Archaea
Halorubrum_sp._Ea8	Halobacteria	Archaea
Halorubrum_distributum	Halobacteria	Archaea
Halorubrum_sp._E3	Halobacteria	Archaea
Halorubrum_sp._Ea1	Halobacteria	Archaea
Halorubrum_halodurans	Halobacteria	Archaea
Halorubrum_sp._WN019	Halobacteria	Archaea
Halopenitus_persicus_589	Halobacteria	Archaea
Halorubrum_trapanicum	Halobacteria	Archaea
Halorubrum_chaoviator_600	Halobacteria	Archaea
Natrinema_ejinorense	Halobacteria	Archaea
Euryarchaeota_archaeon_UBA67	Halobacteria	Archaea
Euryarchaeota_archaeon_UBA198	Halobacteria	Archaea
Euryarchaeota_archaeon_UBA24	Halobacteria	Archaea
Natrinema_sp._CBA1119	Halobacteria	Archaea
Halorubrum_sp._C191	Halobacteria	Archaea
Halorubrum_sp._C3	Halobacteria	Archaea
Halorubrum_persicum	Halobacteria	Archaea
Halohasta_litchfieldiae_583	Halobacteria	Archaea
Haloferacaceae_archaeon_SYSU_A9-0	Halobacteria	Archaea
Haloarcula_taiwanensis	Halobacteria	Archaea
Natronobacterium_gregoryi_SP2_843	Halobacteria	Archaea
Salinigranum_rubrum	Halobacteria	Archaea
archaeon_AArc-Sl	Halobacteria	Archaea
Halobacteriales_archaeon_QS_6_64_34	Halobacteria	Archaea
Halobacteriales_archaeon_QS_6_71_20	Halobacteria	Archaea
Halobacteriales_archaeon_QS_4_69_225	Halobacteria	Archaea
Halobacteriales_archaeon_QS_4_70_19	Halobacteria	Archaea
Halobacteriales_archaeon_QS_1_69_70	Halobacteria	Archaea
Halobacteriales_archaeon_QS_4_66_20	Halobacteria	Archaea
Halobacteriales_archaeon_QS_4_69_34	Halobacteria	Archaea
Halobacteriales_archaeon_QS_1_68_20	Halobacteria	Archaea
Halobacteriales_archaeon_QS_1_68_17	Halobacteria	Archaea
Halobacteriales_archaeon_QH_7_68_42	Halobacteria	Archaea
Halobacteriales_archaeon_QH_9_66_26	Halobacteria	Archaea
Halobacteriales_archaeon_QH_7_66_37	Halobacteria	Archaea
Halobacteriales_archaeon_QH_7_66_36	Halobacteria	Archaea
Halobacteriales_archaeon_QH_6_66_25	Halobacteria	Archaea
Halobacteriales_archaeon_QH_3_68_24	Halobacteria	Archaea
Halobacteriales_archaeon_QH_6_64_20	Halobacteria	Archaea
Halobacteriales_archaeon_QH_2_65_14	Halobacteria	Archaea
Halobacteriales_archaeon_QH_10_67_22	Halobacteria	Archaea
Halobacteriales_archaeon_QH_10_67_13	Halobacteria	Archaea
Halobacteriales_archaeon_QH_1_68_42	Halobacteria	Archaea
Halobacteriales_archaeon_QS_4_69_31	Halobacteria	Archaea
Halobacteriales_archaeon_QS_4_62_28	Halobacteria	Archaea
Halobacteriales_archaeon_QS_3_64_16	Halobacteria	Archaea
Halobacteriales_archaeon_QH_8_64_26	Halobacteria	Archaea
Halobacteriales_archaeon_QH_8_67_36	Halobacteria	Archaea
Halobacteriales_archaeon_QH_7_65_31	Halobacteria	Archaea
Halobacteriales_archaeon_QH_6_68_27	Halobacteria	Archaea
Halobacteriales_archaeon_QS_5_70_17	Halobacteria	Archaea
Halobacteriales_archaeon_QS_5_70_15	Halobacteria	Archaea
Halobacteriales_archaeon_QS_1_67_19	Halobacteria	Archaea
Halobacteriales_archaeon_QH_8_67_27	Halobacteria	Archaea
Halobacteriales_archaeon_QH_8_68_33	Halobacteria	Archaea
Halobacteriales_archaeon_QH_10_65_19	Halobacteria	Archaea
Halobacteriales_archaeon_SW_9_67_24	Halobacteria	Archaea
Halobacteriales_archaeon_SW_7_65_23	Halobacteria	Archaea
Halobacteriales_archaeon_SW_9_67_25	Halobacteria	Archaea
Halobacteriales_archaeon_SW_8_65_20	Halobacteria	Archaea
Halobacteriales_archaeon_SW_7_68_16	Halobacteria	Archaea
Halobacteriales_archaeon_SW_7_71_33	Halobacteria	Archaea
Halobacteriales_archaeon_SW_5_68_122	Halobacteria	Archaea
Halobacteriales_archaeon_SW_10_66_29	Halobacteria	Archaea
Halobacteriales_archaeon_SW_5_70_135	Halobacteria	Archaea
Halobacteriales_archaeon_SW_12_71_31	Halobacteria	Archaea
Halobacteriales_archaeon_QS_8_65_32	Halobacteria	Archaea
Halobacteriales_archaeon_QS_8_69_73	Halobacteria	Archaea
Halobacteriales_archaeon_QS_9_67_15	Halobacteria	Archaea
Halobacteriales_archaeon_QS_9_67_17	Halobacteria	Archaea
Halobacteriales_archaeon_QS_8_69_26	Halobacteria	Archaea
Halobacteriales_archaeon_SW_6_65_46	Halobacteria	Archaea
Halobacteriales_archaeon_SW_8_68_21	Halobacteria	Archaea
Halobacteriales_archaeon_SW_8_66_22	Halobacteria	Archaea
Halobacteriales_archaeon_SW_12_67_38	Halobacteria	Archaea
Halobacteriales_archaeon_SW_6_65_15	Halobacteria	Archaea
Halobacteriales_archaeon_SW_10_68_16	Halobacteria	Archaea
Halobacteriales_archaeon_QS_7_68_65	Halobacteria	Archaea
Halobacteriales_archaeon_QS_9_70_65	Halobacteria	Archaea
Halobacteriales_archaeon_QS_9_68_17	Halobacteria	Archaea
Halobacteriales_archaeon_QS_7_69_60	Halobacteria	Archaea
Halobacteriales_archaeon_QS_5_68_33	Halobacteria	Archaea
Haloarculaceae_archaeon_HArcel1	Halobacteria	Archaea
Halogeometricum_sp._wsp3	Halobacteria	Archaea
Halorubrum_sp._48-1-W	Halobacteria	Archaea
halophilic_archaeon	Halobacteria	Archaea
Haloplanus_salinus	Halobacteria	Archaea
Haloplanus_sp._CBA1112	Halobacteria	Archaea
Haloplanus_sp._CBA1113	Halobacteria	Archaea
Saliphagus_sp._LR7	Halobacteria	Archaea
Halopelagius_longus_587	Halobacteria	Archaea
Halorussus_rarus	Halobacteria	Archaea
Halorussus_sp._HD8-51	Halobacteria	Archaea
Haloferax_sp._Atlit-19N	Halobacteria	Archaea
Haloferax_sp._Atlit-24N	Halobacteria	Archaea
Haloferax_sp._Atlit-48N	Halobacteria	Archaea
Haloferax_sp._Atlit-4N	Halobacteria	Archaea
Haloferax_sp._Atlit-47N	Halobacteria	Archaea
Haloferax_sp._Atlit-16N	Halobacteria	Archaea
Haloferax_sp._Atlit-12N	Halobacteria	Archaea
Haloferax_sp._Atlit-6N	Halobacteria	Archaea
Natronolimnobius_sp._AArc-Mg	Halobacteria	Archaea
Natronolimnobius_sp._AArc1	Halobacteria	Archaea
Haloprofundus_sp._NK23	Halobacteria	Archaea
Halovenus_sp._617	Halobacteria	Archaea
Halorubrum_sp._613	Halobacteria	Archaea
Halorubraceae_archaeon_597	Halobacteria	Archaea
Halovenus_sp._618	Halobacteria	Archaea
Natrialbaceae_archaeon_830	Halobacteria	Archaea
Halorubraceae_archaeon_598	Halobacteria	Archaea
Natrialbaceae_archaeon_831	Halobacteria	Archaea
Halobacteriaceae_archaeon	Halobacteria	Archaea
Natrialbaceae_archaeon_832	Halobacteria	Archaea
Halorubraceae_archaeon_599	Halobacteria	Archaea
Halovenus_sp._619	Halobacteria	Archaea
Halorubrum_sp._614	Halobacteria	Archaea
Natrialbaceae_archaeon_833	Halobacteria	Archaea
Natrialbaceae_archaeon_834	Halobacteria	Archaea
Natrialbaceae_archaeon_835	Halobacteria	Archaea
Natrialbaceae_archaeon_836	Halobacteria	Archaea
Haloferax_sp._Atlit-10N	Halobacteria	Archaea
Halococcus_sp._IIIV-5B	Halobacteria	Archaea
Halonotius_sp._F13-13	Halobacteria	Archaea
Halonotius_pteroides	Halobacteria	Archaea
Halopiger_aswanensis	Halobacteria	Archaea
Haloarcula_quadrata	Halobacteria	Archaea
Haloferax_sp._Atlit-109R	Halobacteria	Archaea
Haloarcula_sp._Atlit-120R	Halobacteria	Archaea
Haloferax_sp._Atlit-105R	Halobacteria	Archaea
Halobellus_sp._Atlit-38R	Halobacteria	Archaea
Halobellus_sp._Atlit-31R	Halobacteria	Archaea
Halorubrum_sp._Atlit-28R	Halobacteria	Archaea
Haloarcula_sp._Atlit-47R	Halobacteria	Archaea
Halorubrum_sp._Atlit-9R	Halobacteria	Archaea
Halorubrum_sp._Atlit-26R	Halobacteria	Archaea
Halorubrum_sp._Atlit-8R	Halobacteria	Archaea
Haloarcula_sp._Atlit-7R	Halobacteria	Archaea
Halobacteriaceae_archaeon_SHR37	Halobacteria	Archaea
Halostella_salina	Halobacteria	Archaea
Halostella_sp._LT12	Halobacteria	Archaea
Haloplanus_aerogenes_593	Halobacteria	Archaea
Halalkalicoccus_sp._GSM28	Halobacteria	Archaea
Halorubrum_sp._ZY8	Halobacteria	Archaea
Halarchaeum_sp._CBA1220	Halobacteria	Archaea
Halorubrum_sp._CBA1229	Halobacteria	Archaea
Natronomonas_sp._CBA1133	Halobacteria	Archaea
Halosimplex_sp._YPL4	Halobacteria	Archaea
Halorubrum_sp._CSM-61	Halobacteria	Archaea
Natrarchaeobius_chitinivorans_826	Halobacteria	Archaea
Natrarchaeobius_halalkaliphilus	Halobacteria	Archaea
Natrarchaeobius_chitinivorans_827	Halobacteria	Archaea
Haloplanus_aerogenes_594	Halobacteria	Archaea
Halomarina_oriensis	Halobacteria	Archaea
Haloterrigena_sp._ZY19	Halobacteria	Archaea
Halorubrum_sp._PV6	Halobacteria	Archaea
Halomicrobium_mukohataei	Halobacteria	Archaea
Haloarcula_salaria_561	Halobacteria	Archaea
Halobacteriaceae_bacterium_SHR40	Halobacteria	Archaea
Halorussus_sp._RC-68	Halobacteria	Archaea
Halobacterium_hubeiense_563	Halobacteria	Archaea
Halobacterium_hubeiense_564	Halobacteria	Archaea
Halobacterium_hubeiense_565	Halobacteria	Archaea
Halobacterium_hubeiense_566	Halobacteria	Archaea
Halobacterium_hubeiense_567	Halobacteria	Archaea
Halobacterium_hubeiense_568	Halobacteria	Archaea
Halobacterium_hubeiense_569	Halobacteria	Archaea
Natronorubrum_texcoconense	Halobacteria	Archaea
Halovenus_aranensis	Halobacteria	Archaea
Halopelagius_longus_588	Halobacteria	Archaea
Halorientalis_regularis	Halobacteria	Archaea
Haloarchaeobius_iranensis	Halobacteria	Archaea
Halogranum_gelatinilyticum	Halobacteria	Archaea
Natronobacterium_texcoconense	Halobacteria	Archaea
Haloarcula_vallismortis	Halobacteria	Archaea
Halobellus_clavatus	Halobacteria	Archaea
Halopenitus_persicus_590	Halobacteria	Archaea
Haloplanus_vescus	Halobacteria	Archaea
Natronorubrum_sediminis	Halobacteria	Archaea
Halobellus_limi	Halobacteria	Archaea
Halopenitus_malekzadehii	Halobacteria	Archaea
Halohasta_litchfieldiae_584	Halobacteria	Archaea
Haloferax_larsenii	Halobacteria	Archaea
Halorientalis_persicus	Halobacteria	Archaea
Halopiger_salifodinae_592	Halobacteria	Archaea
Halogranum_amylolyticum	Halobacteria	Archaea
Halobacterium_jilantaiense	Halobacteria	Archaea
Natrinema_salaciae	Halobacteria	Archaea
Haloterrigena_hispanica	Halobacteria	Archaea
Halorubrum_sodomense	Halobacteria	Archaea
Halogeometricum_rufum	Halobacteria	Archaea
Halobiforma_haloterrestris	Halobacteria	Archaea
Halopelagius_inordinatus	Halobacteria	Archaea
Natronobacterium_gregoryi	Halobacteria	Archaea
Halomicrobium_zhouii	Halobacteria	Archaea
Halogranum_rubrum	Halobacteria	Archaea
Halolamina_pelagica_586	Halobacteria	Archaea
Halogeometricum_limi	Halobacteria	Archaea
Halostagnicola_kamekurae	Halobacteria	Archaea
Halobaculum_gomorrense	Halobacteria	Archaea
Haladaptatus_paucihalophilus_DX253_552	Halobacteria	Archaea
Haladaptatus_litoreus	Halobacteria	Archaea
Haloterrigena_daqingensis_616	Halobacteria	Archaea
Natronorubrum_thiooxidans	Halobacteria	Archaea
Halorubrum_vacuolatum	Halobacteria	Archaea
Halorubrum_chaoviator_601	Halobacteria	Archaea
Natronoarchaeum_philippinense	Halobacteria	Archaea
AB_1215_Bin_10	Heimdallarchaeota	Archaea
AB_1215_Bin_101	Heimdallarchaeota	Archaea
AB_1215_Bin_128	Heimdallarchaeota	Archaea
AB_1215_Bin_151	Heimdallarchaeota	Archaea
AB_1215_Bin_32	Heimdallarchaeota	Archaea
AB_1215_Bin_94	Heimdallarchaeota	Archaea
AB_69_Bin_244	Heimdallarchaeota	Archaea
Co_bin120	Heimdallarchaeota	Archaea
Co_bin277	Heimdallarchaeota	Archaea
Co_bin41	Heimdallarchaeota	Archaea
E29_bin46	Heimdallarchaeota	Archaea
E44_bin34	Heimdallarchaeota	Archaea
Candidatus_Heimdallarchaeota_archaeon_LC_3	Heimdallarchaeota	Archaea
Candidatus_Heimdallarchaeota_archaeon_LC_2	Heimdallarchaeota	Archaea
Candidatus_Heimdallarchaeota_archaeon_AB_125	Heimdallarchaeota	Archaea
archaeon_UBA460	Heimdallarchaeota	Archaea
Candidatus_Heimdallarchaeota_archaeon_161	Heimdallarchaeota	Archaea
Candidatus_Heimdallarchaeota_archaeon_B3_Heim	Heimdallarchaeota	Archaea
Candidatus_Heimdallarchaeota_archaeon_162	Heimdallarchaeota	Archaea
Candidatus_Heimdallarchaeota_archaeon_163	Heimdallarchaeota	Archaea
Candidatus_Heimdallarchaeota_archaeon_164	Heimdallarchaeota	Archaea
Euryarchaeota_archaeon_546	Heimdallarchaeota	Archaea
Meg19_1012_Bin_206	Heimdallarchaeota	Archaea
Meg19_1012_Bin_225	Heimdallarchaeota	Archaea
Meg19_1012_Bin_246	Heimdallarchaeota	Archaea
Meg19_1012_Bin_417	Heimdallarchaeota	Archaea
Meg19_1012_Bin_444	Heimdallarchaeota	Archaea
Meg19_1012_Bin_489	Heimdallarchaeota	Archaea
Meg22_02_Bin_168	Heimdallarchaeota	Archaea
Meg22_02_Bin_50	Heimdallarchaeota	Archaea
Meg22_1012_Bin_118	Heimdallarchaeota	Archaea
Meg22_1012_Bin_230	Heimdallarchaeota	Archaea
Meg22_1012_Bin_332	Heimdallarchaeota	Archaea
Meg22_1012_Bin_344	Heimdallarchaeota	Archaea
Meg22_1012_Bin_78	Heimdallarchaeota	Archaea
Meg22_1012_Bin_83	Heimdallarchaeota	Archaea
Meg22_1214_Bin_158	Heimdallarchaeota	Archaea
Meg22_1214_Bin_179	Heimdallarchaeota	Archaea
Meg22_1214_Bin_186	Heimdallarchaeota	Archaea
Meg22_1214_Bin_23	Heimdallarchaeota	Archaea
Meg22_1214_Bin_318	Heimdallarchaeota	Archaea
Meg22_1214_Bin_408	Heimdallarchaeota	Archaea
Meg22_1214_Bin_97	Heimdallarchaeota	Archaea
Meg22_1416_Bin_16	Heimdallarchaeota	Archaea
Meg22_1416_Bin_36	Heimdallarchaeota	Archaea
Meg22_1416_Bin_92_2_1	Heimdallarchaeota	Archaea
Meg22_1618_Bin_30	Heimdallarchaeota	Archaea
Meg22_1618_Bin_62	Heimdallarchaeota	Archaea
Meg22_1618_Bin_74	Heimdallarchaeota	Archaea
Meg22_24_Bin_100	Heimdallarchaeota	Archaea
Meg22_24_Bin_104	Heimdallarchaeota	Archaea
Meg22_24_Bin_167	Heimdallarchaeota	Archaea
Meg22_24_Bin_77	Heimdallarchaeota	Archaea
Meg22_46_Bin_151	Heimdallarchaeota	Archaea
Meg22_46_Bin_152	Heimdallarchaeota	Archaea
Meg22_46_Bin_158	Heimdallarchaeota	Archaea
Meg22_46_Bin_212	Heimdallarchaeota	Archaea
Meg22_46_Bin_234	Heimdallarchaeota	Archaea
Meg22_46_Bin_83	Heimdallarchaeota	Archaea
Meg22_46_Bin_92	Heimdallarchaeota	Archaea
Meg22_810_Bin_115	Heimdallarchaeota	Archaea
Meg22_810_Bin_213	Heimdallarchaeota	Archaea
Meg22_810_Bin_25	Heimdallarchaeota	Archaea
Meg22_810_Bin_9	Heimdallarchaeota	Archaea
S2_bin51	Heimdallarchaeota	Archaea
B18_G1	Heimdallarchaeota	Archaea
Meg19_1012_Bin_504	Helarchaeota	Archaea
Meg22_1012_Bin_214	Helarchaeota	Archaea
Meg22_1012_Bin_275	Helarchaeota	Archaea
Meg22_1012_Bin_281	Helarchaeota	Archaea
Meg22_1012_Bin_314	Helarchaeota	Archaea
Meg22_1214_Bin_169	Helarchaeota	Archaea
Meg22_1214_Bin_185	Helarchaeota	Archaea
Meg22_1214_Bin_20	Helarchaeota	Archaea
Meg22_1214_Bin_228	Helarchaeota	Archaea
Meg22_1214_Bin_256	Helarchaeota	Archaea
Meg22_1214_Bin_5	Helarchaeota	Archaea
Meg22_1416_Bin_130	Helarchaeota	Archaea
Meg22_1416_Bin_67	Helarchaeota	Archaea
Meg22_1416_Bin_72	Helarchaeota	Archaea
Meg22_1618_Bin_161	Helarchaeota	Archaea
Meg22_810_Bin_168	Helarchaeota	Archaea
Meg22_810_Bin_92	Helarchaeota	Archaea
B16_G16	Helarchaeota	Archaea
B54_G9	Helarchaeota	Archaea
Candidatus_Hydrothermarchaeota_archaeon_166	Hydrothermarchaeota	Archaea
Candidatus_Hydrothermarchaeota_archaeon_165	Hydrothermarchaeota	Archaea
Candidatus_Hydrothermarchaeota_archaeon_JdFR-16	Hydrothermarchaeota	Archaea
Candidatus_Hydrothermarchaeota_archaeon_JdFR-17	Hydrothermarchaeota	Archaea
Candidatus_Hydrothermarchaeota_archaeon_JdFR-18	Hydrothermarchaeota	Archaea
archaeon_BMS3Bbin15	Hydrothermarchaeota	Archaea
archaeon_BMS3Bbin16	Hydrothermarchaeota	Archaea
archaeon_BMS3Abin16	Hydrothermarchaeota	Archaea
Euryarchaeota_archaeon_539	Hydrothermarchaeota	Archaea
Euryarchaeota_archaeon_540	Hydrothermarchaeota	Archaea
Euryarchaeota_archaeon_541	Hydrothermarchaeota	Archaea
Euryarchaeota_archaeon_545	Hydrothermarchaeota	Archaea
Meg22_810_Bin_86	Hydrothermarchaeota	Archaea
Candidatus_Korarchaeum_cryptofilum_OPF8	Korarchaeota	Archaea
Candidatus_Korarchaeota_archaeon_168	Korarchaeota	Archaea
Candidatus_Korarchaeota_archaeon_NZ13-K	Korarchaeota	Archaea
Candidatus_Korarchaeota_archaeon_169	Korarchaeota	Archaea
Candidatus_Korarchaeota_archaeon_170	Korarchaeota	Archaea
Candidatus_Korarchaeota_archaeon_171	Korarchaeota	Archaea
Candidatus_Korarchaeota_archaeon_172	Korarchaeota	Archaea
Candidatus_Korarchaeota_archaeon_173	Korarchaeota	Archaea
Candidatus_Korarchaeota_archaeon_174	Korarchaeota	Archaea
Candidatus_Korarchaeota_archaeon_175	Korarchaeota	Archaea
Candidatus_Korarchaeota_archaeon_176	Korarchaeota	Archaea
Candidatus_Korarchaeota_archaeon_177	Korarchaeota	Archaea
Candidatus_Korarchaeota_archaeon_178	Korarchaeota	Archaea
archaeon_37	Korarchaeota	Archaea
archaeon_38	Korarchaeota	Archaea
Candidatus_Methanodesulfokores_washburnensis	Korarchaeota	Archaea
Candidatus_Korarchaeum_cryptofilum	Korarchaeota	Archaea
B10_G17	Korarchaeota	Archaea
B113_G9	Korarchaeota	Archaea
S2_bin51	Korarchaeota	Archaea
B15_G15	Korarchaeota	Archaea
B20_G9	Korarchaeota	Archaea
B41_G2	Korarchaeota	Archaea
B49_G2	Korarchaeota	Archaea
B51_G1	Korarchaeota	Archaea
B56_G1	Korarchaeota	Archaea
B6_G17	Korarchaeota	Archaea
B62_G16	Korarchaeota	Archaea
B68_G1	Korarchaeota	Archaea
B7_G17	Korarchaeota	Archaea
B77_G9	Korarchaeota	Archaea
B8_G17	Korarchaeota	Archaea
Korarchaeote_GBS35.faa	Korarchaeota	Archaea
Korarchaeote_GBS36.faa	Korarchaeota	Archaea
Korarchaeote_GBS37.faa	Korarchaeota	Archaea
Korarchaeote_GBS38.faa	Korarchaeota	Archaea
Korarchaeote_GBS39.faa	Korarchaeota	Archaea
Korarchaeote_GBS40.faa	Korarchaeota	Archaea
Korarchaeote_GBS41.faa	Korarchaeota	Archaea
Korarchaeote_GBS42.faa	Korarchaeota	Archaea
Korarchaeote_GBS43.faa	Korarchaeota	Archaea
Korarchaeote_GBS44.faa	Korarchaeota	Archaea
Korarchaeote_kor1.faa	Korarchaeota	Archaea
Korarchaeote_kor2.faa	Korarchaeota	Archaea
Korarchaeote_kor3.faa	Korarchaeota	Archaea
Korarchaeote_kor4.faa	Korarchaeota	Archaea
Korarchaeote_LHC.faa	Korarchaeota	Archaea
Korarchaeote_NZ13-K.faa	Korarchaeota	Archaea
AB_1215_Bin_22	Lokiarchaeota	Archaea
AB_69_Bin_121	Lokiarchaeota	Archaea
AB_69_Bin_161	Lokiarchaeota	Archaea
AB_69_Bin_233	Lokiarchaeota	Archaea
AB_69_Bin_241	Lokiarchaeota	Archaea
AB_69_Bin_72	Lokiarchaeota	Archaea
AB_69_Bin_81	Lokiarchaeota	Archaea
Co_bin147	Lokiarchaeota	Archaea
Co_bin153	Lokiarchaeota	Archaea
Co_bin169	Lokiarchaeota	Archaea
Co_bin177	Lokiarchaeota	Archaea
Co_bin235	Lokiarchaeota	Archaea
Co_bin241	Lokiarchaeota	Archaea
Co_bin249	Lokiarchaeota	Archaea
Co_bin263	Lokiarchaeota	Archaea
Co_bin44	Lokiarchaeota	Archaea
Co_bin7	Lokiarchaeota	Archaea
E29_bin63	Lokiarchaeota	Archaea
E44_bin85	Lokiarchaeota	Archaea
Lokiarchaeum_sp._GC14_75	Lokiarchaeota	Archaea
Candidatus_Lokiarchaeota_archaeon_CR_4	Lokiarchaeota	Archaea
Candidatus_Lokiarchaeota_archaeon	Lokiarchaeota	Archaea
Meg19_1012_Bin_144	Lokiarchaeota	Archaea
Meg19_1012_Bin_162	Lokiarchaeota	Archaea
Meg19_1012_Bin_19	Lokiarchaeota	Archaea
Meg19_1012_Bin_228	Lokiarchaeota	Archaea
Meg19_1012_Bin_476	Lokiarchaeota	Archaea
Meg19_1012_Bin_49	Lokiarchaeota	Archaea
Meg22_02_Bin_102	Lokiarchaeota	Archaea
Meg22_02_Bin_148	Lokiarchaeota	Archaea
Meg22_02_Bin_38	Lokiarchaeota	Archaea
Meg22_1012_Bin_131	Lokiarchaeota	Archaea
Meg22_1012_Bin_145	Lokiarchaeota	Archaea
Meg22_1012_Bin_159	Lokiarchaeota	Archaea
Meg22_1012_Bin_233	Lokiarchaeota	Archaea
Meg22_1012_Bin_249	Lokiarchaeota	Archaea
Meg22_1012_Bin_285	Lokiarchaeota	Archaea
Meg22_1012_Bin_354	Lokiarchaeota	Archaea
Meg22_1214_Bin_165	Lokiarchaeota	Archaea
Meg22_1214_Bin_189	Lokiarchaeota	Archaea
Meg22_1214_Bin_191	Lokiarchaeota	Archaea
Meg22_1214_Bin_213	Lokiarchaeota	Archaea
Meg22_1214_Bin_22	Lokiarchaeota	Archaea
Meg22_1214_Bin_223	Lokiarchaeota	Archaea
Meg22_1214_Bin_226	Lokiarchaeota	Archaea
Meg22_1214_Bin_40	Lokiarchaeota	Archaea
Meg22_1416_Bin_13	Lokiarchaeota	Archaea
Meg22_1416_Bin_151	Lokiarchaeota	Archaea
Meg22_1416_Bin_161	Lokiarchaeota	Archaea
Meg22_1416_Bin_173	Lokiarchaeota	Archaea
Meg22_1618_Bin_103	Lokiarchaeota	Archaea
Meg22_1618_Bin_17	Lokiarchaeota	Archaea
Meg22_24_Bin_122	Lokiarchaeota	Archaea
Meg22_24_Bin_138	Lokiarchaeota	Archaea
Meg22_24_Bin_17	Lokiarchaeota	Archaea
Meg22_46_Bin_198	Lokiarchaeota	Archaea
Meg22_46_Bin_243	Lokiarchaeota	Archaea
Meg22_810_Bin_230	Lokiarchaeota	Archaea
Meg22_810_Bin_250	Lokiarchaeota	Archaea
S2_bin16	Lokiarchaeota	Archaea
S4_bin14	Lokiarchaeota	Archaea
S5_bin29	Lokiarchaeota	Archaea
S8_bin41	Lokiarchaeota	Archaea
archaeon_UBA168	Marsarchaeota	Archaea
